Date,Open,High,Low,Close,Adj Close,Volume,Volume USD
9/18/2014,456.859985,456.859985,413.104004,424.440002,424.440002,34483200,14636049477
9/19/2014,424.102997,427.834991,384.532013,394.79599,394.79599,37919700,14970545502
9/20/2014,394.673004,423.29599,389.882996,408.903992,408.903992,36863600,15073673199
9/21/2014,408.084991,412.425995,393.181,398.821014,398.821014,26580100,10600702434
9/22/2014,399.100006,406.915985,397.130005,402.152008,402.152008,24127600,9702962788
9/23/2014,402.09201,441.557007,396.196991,435.790985,435.790985,45099500,19653955528
9/24/2014,435.751007,436.112,421.131989,423.204987,423.204987,30627700,12961795380
9/25/2014,423.156006,423.519989,409.467987,411.574005,411.574005,26814400,11036110000
9/26/2014,411.428986,414.937988,400.009003,404.424988,404.424988,21460800,8679283782
9/27/2014,403.556,406.622986,397.372009,399.519989,399.519989,15029300,6004505771
9/28/2014,399.471008,401.016998,374.332001,377.181,377.181,23613300,8906488107
9/29/2014,376.928009,385.210999,372.23999,375.46701,375.46701,32497700,12201814251
9/30/2014,376.088013,390.97699,373.442993,386.944,386.944,34707300,13429781491
10/1/2014,387.427002,391.378998,380.779999,383.61499,383.61499,26229400,10061991019
10/2/2014,383.988007,385.497009,372.946014,375.071991,375.071991,21777700,8168205298
10/3/2014,375.181,377.695007,357.859009,359.511993,359.511993,30901200,11109351998
10/4/2014,359.891998,364.487,325.885986,328.865997,328.865997,47236500,15534478667
10/5/2014,328.915985,341.800995,289.29599,320.51001,320.51001,83308096,26701078682
10/6/2014,320.389008,345.134003,302.559998,330.07901,330.07901,79011800,26080136722
10/7/2014,330.584015,339.247009,320.481995,336.187012,336.187012,49199900,16540367372
10/8/2014,336.115997,354.364014,327.187988,352.940002,352.940002,54736300,19318629831
10/9/2014,352.747986,382.726013,347.687012,365.026001,365.026001,83641104,30531177712
10/10/2014,364.687012,375.066986,352.963013,361.562012,361.562012,43665700,15787858347
10/11/2014,361.362,367.19101,355.950989,362.299011,362.299011,13345200,4834952762
10/12/2014,362.605988,379.433014,356.144012,378.549011,378.549011,17552800,6644595080
10/13/2014,377.92099,397.226013,368.897003,390.414001,390.414001,35221400,13750927695
10/14/2014,391.691986,411.697998,391.324005,400.869995,400.869995,38491500,15430087413
10/15/2014,400.954987,402.22699,388.765991,394.77301,394.77301,25267100,9974769121
10/16/2014,394.518005,398.807007,373.070007,382.556,382.556,26990000,10325186440
10/17/2014,382.756012,385.477997,375.389008,383.757996,383.757996,13600700,5219377376
10/18/2014,383.976013,395.15799,378.971008,391.441986,391.441986,11416800,4469014866
10/19/2014,391.253998,393.938995,386.457001,389.54599,389.54599,5914570,2303997026
10/20/2014,389.230988,390.084015,378.252014,382.845001,382.845001,16419000,6285932071
10/21/2014,382.42099,392.645996,380.834015,386.475006,386.475006,14188900,5483655213
10/22/2014,386.118011,388.575989,382.248993,383.15799,383.15799,11641300,4460457109
10/23/2014,382.962006,385.048004,356.446991,358.416992,358.416992,26456900,9482602516
10/24/2014,358.591003,364.345001,353.304993,358.345001,358.345001,15585700,5585057682
10/25/2014,358.610992,359.860992,342.877014,347.270996,347.270996,18127500,6295154980
10/26/2014,347.487,359.221008,343.931,354.70401,354.70401,11272500,3998400953
10/27/2014,354.777008,358.631989,349.80899,352.989014,352.989014,13033000,4600505819
10/28/2014,353.214996,359.984009,352.678986,357.618011,357.618011,7845880,2805828000
10/29/2014,357.088989,357.833008,335.342987,335.591003,335.591003,18192700,6105306440
10/30/2014,335.709015,350.912994,335.071991,345.304993,345.304993,30177900,10420579548
10/31/2014,345.009003,348.045013,337.141998,338.321014,338.321014,12545400,4244372449
11/1/2014,338.649994,340.528992,321.054993,325.748993,325.748993,16677200,5432581106
11/2/2014,326.075012,329.049988,320.626007,325.891998,325.891998,8603620,2803850912
11/3/2014,325.569,334.002014,325.480988,327.553986,327.553986,12948500,4241332788
11/4/2014,327.161011,331.766998,325.076996,330.492004,330.492004,15655500,5174017569
11/5/2014,330.683014,343.368988,330.683014,339.485992,339.485992,19817200,6727661801
11/6/2014,339.458008,352.966003,338.424011,349.290009,349.290009,18797000,6565604299
11/7/2014,349.817993,352.731995,341.776001,342.415009,342.415009,16834200,5764282745
11/8/2014,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,2948902519
11/9/2014,345.376007,363.626007,344.255005,363.264008,363.264008,24205600,8793023272
11/10/2014,362.265015,374.81601,357.561005,366.924011,366.924011,30450100,11172872827
11/11/2014,365.856995,371.309998,363.734985,367.695007,367.695007,15838900,5823884446
11/12/2014,367.984985,429.717987,367.984985,423.561005,423.561005,45783200,19391978204
11/13/2014,427.27301,457.092987,401.122986,420.734985,420.734985,58945000,24800223691
11/14/2014,418.416992,419.252014,384.789001,397.817993,397.817993,29589200,11771116158
11/15/2014,399.649994,405.528015,371.007996,376.132996,376.132996,15727500,5915631695
11/16/2014,374.730011,390.799011,374.60199,387.881989,387.881989,11905600,4617967808
11/17/2014,388.348999,410.199005,377.502014,387.40799,387.40799,41518800,16084714855
11/18/2014,387.785004,392.402008,371.117004,375.197998,375.197998,32222500,12089817491
11/19/2014,373.895996,386.480988,373.895996,380.554993,380.554993,18931800,7204591016
11/20/2014,380.307007,382.024994,356.781006,357.839996,357.839996,25233200,9029448187
11/21/2014,357.878998,357.878998,344.112,350.847992,350.847992,29850100,10472847646
11/22/2014,351.604004,364.841003,350.877991,352.920013,352.920013,15273000,5390147359
11/23/2014,353.174988,370.845001,353.174988,367.572998,367.572998,15151600,5569319036
11/24/2014,366.947998,387.209015,366.669006,376.901001,376.901001,30930100,11657585651
11/25/2014,376.885986,394.700989,374.783997,375.347992,375.347992,25442200,9549678682
11/26/2014,376.019012,377.697998,365.81601,368.369995,368.369995,18601700,6852308136
11/27/2014,370.502014,373.992004,368.282013,369.670013,369.670013,8748030,3233884364
11/28/2014,369.373993,382.838013,358.454987,376.446991,376.446991,22946500,8638140879
11/29/2014,376.152008,387.601013,372.144989,375.490997,375.490997,15375600,5773399373
11/30/2014,375.51001,382.527008,373.30899,378.046997,378.046997,9194440,3475930431
12/1/2014,378.248993,383.661987,376.669006,379.244995,379.244995,11763000,4461058876
12/2/2014,379.25,384.037994,377.863007,381.315002,381.315002,12364100,4714616816
12/3/2014,381.721985,383.026001,374.346008,375.01001,375.01001,13340100,5002671034
12/4/2014,375.717987,378.654999,367.759003,369.604004,369.604004,14529600,5370198337
12/5/2014,369.441986,379.191986,365.756012,376.854004,376.854004,15181800,5721322118
12/6/2014,376.756989,378.447998,370.945007,374.785004,374.785004,7009320,2626988024
12/7/2014,374.835999,376.291992,373.274994,375.095001,375.095001,6491650,2434985463
12/8/2014,374.964996,376.028992,361.885986,361.908997,361.908997,18898700,6839609562
12/9/2014,361.894989,363.066986,344.950989,352.218994,352.218994,32915500,11593464297
12/10/2014,352.204987,352.384003,346.36499,346.36499,346.36499,16427700,5689980146
12/11/2014,344.339996,361.356995,338.763,350.506012,350.506012,32431300,11367365627
12/12/2014,350.833008,352.983002,349.290985,352.541992,352.541992,16989800,5989617936
12/13/2014,352.381012,352.381012,346.588013,347.376007,347.376007,11675900,4055927520
12/14/2014,346.72699,353.31601,345.417999,351.631989,351.631989,12415200,4365581470
12/15/2014,351.360992,351.815002,344.93399,345.345001,345.345001,17264200,5962105166
12/16/2014,345.673004,345.859009,327.062012,327.062012,327.062012,30864900,10094736294
12/17/2014,326.855011,333.95401,315.152008,319.776001,319.776001,37567900,12013312828
12/18/2014,319.785004,323.709015,304.231995,311.395996,311.395996,39173000,12198315351
12/19/2014,311.178986,318.53299,306.769012,317.842987,317.842987,23823100,7572005264
12/20/2014,317.618988,330.325012,316.044006,329.955994,329.955994,20856700,6881793180
12/21/2014,329.542999,329.628998,318.903015,320.842987,320.842987,15207600,4879251809
12/22/2014,321.067993,334.117004,320.424988,331.885986,331.885986,22315100,7406068966
12/23/2014,332.016998,336.286987,329.60199,334.571991,334.571991,16574200,5545263093
12/24/2014,334.38501,334.740997,321.356995,322.533997,322.533997,15092300,4867779843
12/25/2014,322.286011,322.670013,316.958008,319.007996,319.007996,9883640,3152960190
12/26/2014,319.152008,331.424011,316.627014,327.924011,327.924011,16410500,5381396983
12/27/2014,327.583008,328.911011,312.630005,315.863007,315.863007,15185200,4796442934
12/28/2014,316.160004,320.028015,311.078003,317.239014,317.239014,11676600,3704273071
12/29/2014,317.700989,320.266998,312.307007,312.670013,312.670013,12302500,3846622835
12/30/2014,312.718994,314.80899,309.372986,310.737,310.737,12528300,3893006357
12/31/2014,310.914001,320.192993,310.210999,320.192993,320.192993,13942900,4464418882
1/1/2015,320.434998,320.434998,314.002991,314.248993,314.248993,8036550,2525477745
1/2/2015,314.07901,315.838989,313.565002,315.032013,315.032013,7860650,2476356393
1/3/2015,314.846008,315.149994,281.082001,281.082001,281.082001,33054400,9290996894
1/4/2015,281.145996,287.230011,257.612,264.195007,264.195007,55629100,14696930464
1/5/2015,265.084015,278.341003,265.084015,274.473999,274.473999,43962800,12066645523
1/6/2015,274.610992,287.553009,272.696014,286.188995,286.188995,23245700,6652663521
1/7/2015,286.076996,298.753998,283.07901,294.337006,294.337006,24866800,7319219461
1/8/2015,294.13501,294.13501,282.174988,283.348999,283.348999,19982500,5662021373
1/9/2015,282.382996,291.114014,280.53299,290.40799,290.40799,18718600,5436031002
1/10/2015,287.303009,288.127014,273.966003,274.79599,274.79599,15264300,4194568430
1/11/2015,274.608002,279.638,265.039001,265.660004,265.660004,18200800,4835224601
1/12/2015,266.145996,272.203003,265.200012,267.79599,267.79599,18880300,5056068630
1/13/2015,267.394012,268.277008,219.906006,225.860992,225.860992,72843904,16452596419
1/14/2015,223.893997,223.893997,171.509995,178.102997,178.102997,97638704,17389745806
1/15/2015,176.897003,229.067001,176.897003,209.843994,209.843994,81773504,17159678683
1/16/2015,209.070007,221.591003,199.770996,208.097,208.097,38421000,7995294837
1/17/2015,207.834,211.731003,194.875,199.259995,199.259995,23469700,4676572305
1/18/2015,200.050003,218.695007,194.505997,210.339005,210.339005,30085100,6328069999
1/19/2015,211.470993,216.727997,207.317993,214.860992,214.860992,18658300,4008940847
1/20/2015,212.906998,215.240997,205.153,211.315002,211.315002,24051100,5082358245
1/21/2015,211.378006,227.787994,211.212006,226.897003,226.897003,29924600,6789802056
1/22/2015,227.322006,237.018997,226.434006,233.406006,233.406006,33544600,7829511109
1/23/2015,233.516998,234.845001,225.195999,232.878998,232.878998,24621700,5733876825
1/24/2015,232.699997,248.210007,230.022003,247.847,247.847,24782500,6142268278
1/25/2015,247.352005,255.074005,243.889999,253.718002,253.718002,33582700,8520535546
1/26/2015,254.078995,309.384003,254.078995,273.472992,273.472992,106794000,29205274708
1/27/2015,273.166992,275.480011,250.653,263.475006,263.475006,44399000,11698026791
1/28/2015,263.351013,266.535004,227.046005,233.914993,233.914993,44352200,10374644553
1/29/2015,233.348007,238.705994,220.712006,233.513,233.513,32213400,7522247674
1/30/2015,232.772003,242.850998,225.839005,226.425003,226.425003,26605200,6024082490
1/31/2015,226.440994,233.503998,216.309006,217.464005,217.464005,23348200,5077393082
2/1/2015,216.867004,231.574005,212.014999,226.972,226.972,29128500,6611353902
2/2/2015,226.490997,242.175003,222.658997,238.229004,238.229004,30612100,7292690093
2/3/2015,237.453995,245.957001,224.483002,227.268005,227.268005,40783700,9268830136
2/4/2015,227.511002,230.057999,221.113007,226.852997,226.852997,26594300,6032996658
2/5/2015,227.664993,239.404999,214.725006,217.110992,217.110992,22516400,4888557940
2/6/2015,216.923004,230.509995,216.231995,222.266006,222.266006,24435300,5431136536
2/7/2015,222.632996,230.298996,222.606995,227.753998,227.753998,21604200,4920442924
2/8/2015,227.692993,229.438004,221.076996,223.412003,223.412003,17145200,3830443474
2/9/2015,223.389008,223.977005,217.018997,220.110001,220.110001,27791300,6117143071
2/10/2015,220.281998,221.807007,215.332001,219.839005,219.839005,21115100,4641922574
2/11/2015,219.731995,223.406006,218.074005,219.184998,219.184998,17201900,3770398417
2/12/2015,219.207993,222.199005,217.613998,221.764008,221.764008,15206200,3372187858
2/13/2015,221.968994,240.259003,221.261993,235.427002,235.427002,42744400,10063185944
2/14/2015,235.528,259.808014,235.528,257.321014,257.321014,49732500,12797217329
2/15/2015,257.506989,265.610992,227.684006,234.824997,234.824997,56552400,13279917160
2/16/2015,234.824997,239.520996,229.022003,233.843002,233.843002,28153700,6583545725
2/17/2015,233.421997,245.774994,232.313995,243.610001,243.610001,27363100,6665924818
2/18/2015,243.779999,244.251007,232.339996,236.326004,236.326004,25200800,5955604362
2/19/2015,236.410004,242.671997,235.591995,240.283005,240.283005,18270500,4390090643
2/20/2015,240.251007,247.100998,239.298996,243.779007,243.779007,23876700,5820638216
2/21/2015,243.751999,255.320007,243.184006,244.533997,244.533997,12284200,3003904526
2/22/2015,244.544006,246.391998,233.850998,235.977005,235.977005,19527000,4607922977
2/23/2015,235.994995,240.108994,232.421005,238.891998,238.891998,16400000,3917828767
2/24/2015,238.998001,239.901001,236.401993,238.735001,238.735001,14200400,3390132508
2/25/2015,238.889999,239.339996,235.529999,237.470001,237.470001,11496200,2730002625
2/26/2015,237.337006,237.710007,234.257004,236.425995,236.425995,13619400,3219980196
2/27/2015,236.436005,256.653015,236.436005,253.828003,253.828003,44013900,11171960341
2/28/2015,253.520004,254.692001,249.479004,254.263,254.263,13949300,3546790866
3/1/2015,254.283005,261.660004,245.932999,260.201996,260.201996,25213700,6560655067
3/2/2015,260.356995,276.300995,258.312988,275.670013,275.670013,40465700,11155180045
3/3/2015,275.04599,285.79599,268.161011,281.701996,281.701996,50461300,14215048931
3/4/2015,281.98999,284.225006,268.126007,273.09201,273.09201,41383000,11301366650
3/5/2015,272.739014,281.666992,264.769012,276.178009,276.178009,41302400,11406814599
3/6/2015,275.600006,277.608002,270.015015,272.722992,272.722992,28918900,7886848933
3/7/2015,272.294006,277.854004,270.132996,276.260986,276.260986,17825900,4924600710
3/8/2015,276.433014,277.858002,272.565002,274.354004,274.354004,22067900,6054416725
3/9/2015,274.812012,292.700989,273.893005,289.606995,289.606995,59178200,17138420672
3/10/2015,289.862,300.044006,289.743011,291.76001,291.76001,67770800,19772809286
3/11/2015,291.524994,297.390991,290.507996,296.378998,296.378998,33963900,10066186650
3/12/2015,296.127014,297.088013,292.412994,294.354004,294.354004,32585200,9591584091
3/13/2015,294.118011,294.497986,285.337006,285.337006,285.337006,31421500,8965716734
3/14/2015,284.441986,286.34201,280.976013,281.88501,281.88501,22612300,6374068412
3/15/2015,281.424988,286.528992,280.996002,286.393005,286.393005,11970100,3428152909
3/16/2015,285.684998,294.112,285.684998,290.592987,290.592987,21516100,6252427768
3/17/2015,290.595001,292.36499,284.373993,285.505005,285.505005,21497200,6137558193
3/18/2015,285.066986,285.335999,249.869995,256.299011,256.299011,57008000,14611094019
3/19/2015,255.880005,264.243988,248.636002,260.928009,260.928009,52732000,13759255771
3/20/2015,260.955994,264.847992,259.161987,261.748993,261.748993,18456700,4831022639
3/21/2015,261.644012,262.196014,255.649994,260.024994,260.024994,17130100,4454254150
3/22/2015,259.916992,269.747009,259.589996,267.959991,267.959991,18438100,4940673110
3/23/2015,267.894989,277.296997,261.744995,266.73999,266.73999,22811900,6084845978
3/24/2015,266.576996,267.002991,244.154999,245.595001,245.595001,40073700,9841900392
3/25/2015,247.472,249.190002,236.514999,246.197006,246.197006,35866900,8830323395
3/26/2015,246.276001,254.354004,244.904999,248.531998,248.531998,25730000,6394728309
3/27/2015,248.565994,256.811005,245.212997,247.029007,247.029007,17274900,4267401393
3/28/2015,246.975006,254.205002,246.975006,252.798004,252.798004,16040900,4055107502
3/29/2015,252.740005,253.139008,240.850006,242.712997,242.712997,21699400,5266726407
3/30/2015,242.878998,249.242004,239.214005,247.526001,247.526001,23009600,5695474273
3/31/2015,247.453995,248.729996,242.738998,244.223999,244.223999,22672000,5537046505
4/1/2015,244.223007,247.541,241.160004,247.272003,247.272003,22877200,5656891067
4/2/2015,247.089005,254.460999,245.416,253.005005,253.005005,26272600,6647099294
4/3/2015,253.074005,256.042999,251.878998,254.322006,254.322006,23146600,5886689744
4/4/2015,254.291,255.257996,251.100006,253.697006,253.697006,12493500,3169563544
4/5/2015,253.761002,260.674988,251.942001,260.597992,260.597992,19649200,5120542064
4/6/2015,260.721008,261.798004,254.574997,255.492004,255.492004,20034200,5118577907
4/7/2015,255.274002,255.804993,252.205002,253.179993,253.179993,18467400,4675576203
4/8/2015,253.063995,253.847,244.214996,245.022003,245.022003,30086400,7371829991
4/9/2015,244.751007,246.117996,239.399994,243.675995,243.675995,21643500,5274001398
4/10/2015,243.694,243.694,232.770996,236.072006,236.072006,28882000,6818231677
4/11/2015,236.016006,239.537003,234.175003,236.552002,236.552002,16365200,3871220823
4/12/2015,236.535004,237.727997,233.494995,236.153,236.153,12387900,2925439749
4/13/2015,235.949997,236.934998,221.996002,224.587006,224.587006,31181800,7003027104
4/14/2015,224.759003,224.975998,216.322998,219.158997,219.158997,31719000,6951504226
4/15/2015,219.072998,223.832993,218.649002,223.832993,223.832993,22562000,5050119988
4/16/2015,223.917007,229.671997,223.917007,228.572998,228.572998,24805400,5669844645
4/17/2015,228.574997,228.906006,221.942001,222.882004,222.882004,20429800,4553434765
4/18/2015,222.852997,224.315994,220.876007,223.356003,223.356003,12939000,2890003323
4/19/2015,223.455994,226.352997,222.373001,222.600006,222.600006,15021500,3343785990
4/20/2015,222.612,226.350998,221.977005,224.626007,224.626007,18364700,4125189231
4/21/2015,224.619995,235.268997,224.300995,235.268997,235.268997,24978000,5876549007
4/22/2015,235.602005,237.908997,233.475998,234.175995,234.175995,23847900,5584605711
4/23/2015,234.052994,236.475006,233.199005,236.462006,236.462006,17036000,4028366734
4/24/2015,235.970001,236.304993,229.932999,231.268005,231.268005,21448700,4960398059
4/25/2015,231.235001,232.561005,226.337006,226.389999,226.389999,13957200,3159770494
4/26/2015,226.410004,226.944,214.873993,219.429993,219.429993,28943700,6351115888
4/27/2015,219.429001,233.304993,218.022995,229.285995,229.285995,38574000,8844477971
4/28/2015,228.968994,229.494995,223.069,225.854996,225.854996,21469200,4848926080
4/29/2015,225.591003,227.039993,223.429993,225.807999,225.807999,18936500,4276013173
4/30/2015,225.692993,239.563004,224.992996,236.145004,236.145004,33818600,7986093432
5/1/2015,235.938995,238.966003,232.078995,232.078995,232.078995,18815300,4366635915
5/2/2015,232.341003,235.727005,232.341003,234.929993,234.929993,12535500,2944964927
5/3/2015,234.880005,243.240005,234.082993,240.358002,240.358002,18494100,4445204925
5/4/2015,240.356003,242.638,237.809998,239.018005,239.018005,21223400,5072774727
5/5/2015,238.852005,239.203995,232.054001,236.121002,236.121002,23929100,5650163069
5/6/2015,236.248993,236.453995,229.231003,229.781998,229.781998,29587200,6798605931
5/7/2015,229.662003,239.104996,228.572998,237.334,237.334,29064400,6897970310
5/8/2015,237.203995,246.274994,236.274002,243.863007,243.863007,27445500,6692942159
5/9/2015,243.768997,247.804001,239.639008,241.832001,241.832001,19790500,4785976216
5/10/2015,241.729004,244.067993,238.848999,240.296005,240.296005,15019100,3609029729
5/11/2015,240.298996,244.270004,239.376007,242.158005,242.158005,20892300,5059237688
5/12/2015,242.145004,242.880997,240.098999,241.112,241.112,19282600,4649266251
5/13/2015,241.397995,243.703995,235.044998,236.376999,236.376999,27180100,6424750471
5/14/2015,236.214005,237.798996,234.057007,236.929001,236.929001,24413700,5784313552
5/15/2015,236.955002,238.753006,236.794998,237.604996,237.604996,16329400,3879947022
5/16/2015,237.643997,237.697006,235.294998,236.153,236.153,11089700,2618865924
5/17/2015,236.009995,238.024994,236.009995,236.802002,236.802002,11134300,2636624531
5/18/2015,236.886993,237.210007,232.460007,233.128006,233.128006,16780300,3911957879
5/19/2015,233.037003,234.151001,231.817001,231.947006,231.947006,14241900,3303366065
5/20/2015,231.889999,234.682999,231.841995,234.018005,234.018005,15499400,3627138667
5/21/2015,234.016006,236.242004,233.835007,235.343994,235.343994,15108900,3555788871
5/22/2015,235.320999,240.968994,235.059998,240.348007,240.348007,27003000,6490117233
5/23/2015,240.285995,241.024994,238.690994,238.871994,238.871994,14605000,3488725472
5/24/2015,238.975998,241.977997,238.811005,240.953003,240.953003,11508000,2772887159
5/25/2015,240.927002,241.020996,236.636993,237.110001,237.110001,14423900,3420050943
5/26/2015,237.104004,238.242004,235.692001,237.115997,237.115997,16425000,3894630251
5/27/2015,237.065002,238.636002,236.695007,237.283005,237.283005,18837000,4469699965
5/28/2015,237.257004,237.824005,236.651993,237.408005,237.408005,13829600,3283257746
5/29/2015,237.376999,237.522003,235.731003,237.095993,237.095993,14805000,3510206176
5/30/2015,237.091995,237.093002,232.046005,233.345001,233.345001,14098600,3289837831
5/31/2015,233.134995,233.251999,229.542007,230.190002,230.190002,14730800,3390882881
6/1/2015,230.233002,231.712997,221.296005,222.925995,222.925995,26090500,5816250673
6/2/2015,222.893997,226.416,222.419006,225.802994,225.802994,20459000,4619703454
6/3/2015,225.735992,227.404007,223.929993,225.873993,225.873993,17752400,4009805473
6/4/2015,225.772003,226.580994,224.054001,224.324005,224.324005,14728100,3303866378
6/5/2015,224.154007,225.968002,223.179001,224.951996,224.951996,18056500,4061845716
6/6/2015,225.005005,225.718994,224.378998,225.619003,225.619003,11131500,2511477932
6/7/2015,225.595993,226.194,222.651993,222.880997,222.880997,13318400,2968418270
6/8/2015,222.878998,229.464005,222.839005,228.488998,228.488998,23378400,5341707191
6/9/2015,228.537994,230.953995,227.929001,229.048004,229.048004,28353100,6494220962
6/10/2015,228.994995,229.781998,228.009995,228.802994,228.802994,15904800,3639065859
6/11/2015,228.854996,230.287003,228.766998,229.705002,229.705002,14416000,3311427309
6/12/2015,229.705002,231.057007,229.313004,229.981995,229.981995,14017700,3223818611
6/13/2015,229.919998,232.651993,229.210007,232.401993,232.401993,13305300,3092178237
6/14/2015,232.442001,234.858002,232.003998,233.542999,233.542999,12165900,2841260772
6/15/2015,233.421997,237.835999,233.421997,236.822998,236.822998,19912100,4715643218
6/16/2015,236.764999,251.742004,236.121994,250.895004,250.895004,41612000,10440242906
6/17/2015,250.822998,256.852997,246.475998,249.283997,249.283997,43858400,10933197254
6/18/2015,249.427994,252.108002,244.126999,249.007004,249.007004,30980200,7714286785
6/19/2015,249.042999,250.977005,243.787003,244.606003,244.606003,23965300,5862056244
6/20/2015,244.529999,245.828003,240.626999,245.212006,245.212006,20608100,5053353541
6/21/2015,245.100006,245.223999,241.882004,243.944,243.944,10600900,2586025950
6/22/2015,243.968994,247.917007,243.779007,246.990005,246.990005,17692500,4369870663
6/23/2015,246.927002,247.304001,243.132996,244.296005,244.296005,15108700,3690995051
6/24/2015,244.281998,244.341003,240.514999,240.514999,240.514999,17344900,4171708606
6/25/2015,240.365005,243.332001,240.365005,242.798996,242.798996,16133100,3917100482
6/26/2015,242.604004,243.748993,241.552994,243.593994,243.593994,13983500,3406296615
6/27/2015,243.548996,251.339005,243.117004,250.990005,250.990005,20488600,5142433816
6/28/2015,250.955002,251.171997,247.434006,249.011002,249.011002,15137600,3769428944
6/29/2015,248.720993,257.173004,248.580994,257.063995,257.063995,34742900,8931148672
6/30/2015,257.036011,267.867004,255.945999,263.071991,263.071991,44533800,11715595433
7/1/2015,263.345001,265.171997,255.774002,258.621002,258.621002,27029800,6990473960
7/2/2015,258.552002,261.631012,254.115997,255.412003,255.412003,21551900,5504613947
7/3/2015,255.459,257.076996,253.505005,256.335999,256.335999,19033800,4879048138
7/4/2015,256.490997,261.457001,254.199997,260.885986,260.885986,15620400,4075143456
7/5/2015,260.804993,274.506012,258.700989,271.912994,271.912994,44156100,12006617354
7/6/2015,271.108002,277.421997,267.600006,269.029999,269.029999,49154800,13224115795
7/7/2015,269.963013,271.341003,264.832001,266.207001,266.207001,28857600,7682095152
7/8/2015,265.981995,272.971008,264.385986,270.785004,270.785004,36980200,10013683605
7/9/2015,270.826996,272.334991,267.085999,269.227997,269.227997,40301200,10850211353
